Sun Apr  7 23:14:41 2019    /home/pi/ballance/Ballance/PythonCode/stats

         14936588 function calls (14873155 primitive calls) in 77.027 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       39    0.000    0.000    0.000    0.000 fractions.py:298(numerator)
        1    0.000    0.000    0.000    0.000 ops.py:224(Tensor)
        1    0.000    0.000    0.000    0.000 tf_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(TreeHParams)
        1    0.000    0.000    0.023    0.023 ciphers.py:5(<module>)
        1    0.000    0.000    0.002    0.002 ast_util.py:15(<module>)
        1    0.000    0.000    0.013    0.013 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tf_should_use.py:15(<module>)
        1    0.000    0.000    0.001    0.001 matrix_inverse_tril.py:15(<module>)
        7    0.000    0.000    0.000    0.000 _util.py:286(<listcomp>)
        1    0.000    0.000    0.000    0.000 prettyprint_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 parsing_ops.py:15(<module>)
        1    0.000    0.000    0.002    0.002 distribution_strategy_context.py:15(<module>)
        1    0.000    0.000    0.008    0.008 xla_sharding.py:15(<module>)
        7    0.000    0.000    0.000    0.000 _util.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:51(<listcomp>)
        1    0.000    0.000    0.009    0.009 client_lib.py:19(<module>)
        9    0.000    0.000    0.000    0.000 contextlib.py:63(__exit__)
        1    0.000    0.000    0.001    0.001 binomial.py:76(Binomial)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.005    0.005 mvn_full_covariance.py:15(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:3080(<genexpr>)
        1    0.000    0.000    0.004    0.004 tensorflow_wrap_interpreter_wrapper.py:13(swig_import_helper)
       10    0.000    0.000    0.003    0.000 __init__.py:2219(normalize_path)
        1    0.000    0.000    0.000    0.000 level_trend.py:15(<module>)
        1    0.000    0.000    0.008    0.008 absolute_value.py:15(<module>)
        1    0.000    0.000    0.001    0.001 softplus.py:15(<module>)
        1    0.000    0.000    0.000    0.000 distribute_coordinator_context.py:15(<module>)
        3    0.000    0.000    0.000    0.000 functools.py:192(total_ordering)
        1    0.000    0.000    0.000    0.000 util_ops.py:15(<module>)
       10    0.000    0.000    0.000    0.000 rcsetup.py:304(__call__)
        6    0.000    0.000    0.000    0.000 excel.py:142(register_writer)
        1    0.000    0.000    0.000    0.000 scan_ops.py:15(<module>)
        2    0.000    0.000    0.000    0.000 mmalobj.py:2006(max_buffers)
        1    0.000    0.000    0.003    0.003 categorical.py:21(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 shuffle_ops.py:15(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:399(_real_close)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 lists.py:18(<module>)
        1    0.000    0.000    0.000    0.000 sequence.py:3(<module>)
        2    0.000    0.000    0.457    0.228 <frozen importlib._bootstrap>:682(_load)
        1    0.000    0.000    0.000    0.000 fama_macbeth.py:1(<module>)
        1    0.000    0.000    0.018    0.018 quantize_graph.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_optimizer.py:16(<module>)
        1    0.000    0.000    0.001    0.001 affine_scalar.py:15(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        7    0.000    0.000    0.000    0.000 tf_inspect.py:318(isclass)
        1    0.000    0.000    0.000    0.000 __init__.py:2440(Distribution)
        1    0.000    0.000    0.001    0.001 encoders.py:15(<module>)
        1    0.000    0.000    0.000    0.000 vgg19.py:8(<module>)
        2    0.000    0.000    0.001    0.001 _version.py:55(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:233(validate_fonttype)
        1    0.000    0.000    0.000    0.000 iterator.py:2(<module>)
        1    0.000    0.000    0.023    0.023 main.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 conv_utils.py:16(<module>)
        8    0.000    0.000    0.000    0.000 sre_parse.py:931(expand_template)
        1    0.000    0.000    0.007    0.007 PCA9685.py:84(set_pwm_freq)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       36    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 variable_clipping_optimizer.py:16(<module>)
        1    0.000    0.000    0.000    0.000 arg_scope.py:61(<module>)
        1    0.000    0.000    0.004    0.004 random_grad.py:15(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_SharedEmbeddingColumn)
        6    0.000    0.000    0.000    0.000 camera.py:85(docstring_values)
        4    0.000    0.000    0.000    0.000 decorators.py:189(indent)
        1    0.000    0.000    0.000    0.000 type_info.py:24(<module>)
        1    0.000    0.000    0.007    0.007 mvn_diag.py:15(<module>)
        1    0.000    0.000    0.003    0.003 dask_io.py:21(<module>)
       62    0.000    0.000    0.000    0.000 tag.py:116(__hash__)
       16    0.000    0.000    0.001    0.000 text_format.py:1201(ConsumeIdentifierOrNumber)
       15    0.000    0.000    0.001    0.000 pyparsing.py:2004(suppress)
        1    0.000    0.000    0.006    0.006 vector_exponential_diag.py:15(<module>)
        1    0.000    0.000    0.046    0.046 weights_broadcast_ops.py:19(<module>)
       24    0.000    0.000    0.000    0.000 __init__.py:183(_checkLevel)
        1    0.000    0.000    0.000    0.000 cookies.py:259(Morsel)
       31    0.000    0.000    0.000    0.000 offsets.py:2919(<genexpr>)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
        3    0.000    0.000    0.000    0.000 sharedctypes.py:134(rebuild_ctype)
        2    0.000    0.000    0.000    0.000 __init__.py:1044(_open_file_or_url)
        4    0.000    0.000    0.000    0.000 __init__.py:762(__init__)
        1    0.000    0.000    0.002    0.002 mvn_tril.py:15(<module>)
        1    0.000    0.000    0.002    0.002 contrib_estimator_predictor.py:16(<module>)
        1    0.000    0.000    0.001    0.001 synthetic.py:20(<module>)
        1    0.000    0.000    0.000    0.000 side_effect_guards.py:31(<module>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:50(<listcomp>)
        1    0.000    0.000    0.001    0.001 ordered.py:15(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(BlockLSTMGrad)
        1    0.000    0.000    0.000    0.000 classification.py:15(<module>)
        1    0.000    0.000    0.003    0.003 dnn_linear_combined.py:499(DNNLinearCombinedClassifier)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        3    0.000    0.000    0.000    0.000 pytables.py:1446(__init__)
        1    0.000    0.000    0.001    0.001 power_transform.py:15(<module>)
        1    0.000    0.000    0.003    0.003 errors.py:5(<module>)
        1    0.000    0.000    0.001    0.001 pandas_io.py:21(<module>)
       13    0.000    0.000    0.000    0.000 mmalobj.py:1273(connection)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        1    0.000    0.000    0.000    0.000 reg_adagrad_optimizer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:21(_cs_matrix)
        1    0.000    0.000    0.034    0.034 state_grad.py:16(<module>)
        1    0.000    0.000    0.002    0.002 experiment.py:122(Experiment)
        1    0.000    0.000    0.000    0.000 simple_save.py:15(<module>)
       32    0.000    0.000    0.001    0.000 ops.py:644(_override_operator)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 beta.py:49(Beta)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:676(TensorArray)
       21    0.000    0.000    0.000    0.000 index.py:63(_field_accessor)
        2    0.000    0.000    0.000    0.000 descriptor_pool.py:111(__init__)
        1    0.000    0.000    0.001    0.001 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 resnet_v2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 sparse_image_warp.py:15(<module>)
        1    0.000    0.000    0.009    0.009 _policybase.py:4(<module>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_equations.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nadam_optimizer.py:15(<module>)
        1    0.000    0.000    0.001    0.001 parser.py:279(__init__)
        1    0.000    0.000    0.001    0.001 network.py:73(Network)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4640(originalTextFor)
        2    0.000    0.000    0.001    0.000 fractions.py:612(_richcmp)
        1    0.000    0.000    0.010    0.010 bigquery_reader_ops.py:15(<module>)
        1    0.000    0.000    0.009    0.009 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.001    0.001 poisson.py:51(Poisson)
        1    0.000    0.000    0.000    0.000 variable_scope.py:995(VariableScope)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 addsign.py:15(<module>)
        1    0.000    0.000    0.000    0.000 interpolation.py:31(<module>)
       38    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
        1    0.000    0.000    0.000    0.000 camera.py:3364(_get_hflip)
        1    0.000    0.000    0.002    0.002 xmlbuilder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 slot_creator.py:35(<module>)
        1    0.000    0.000    0.000    0.000 receptive_field.py:20(<module>)
      132    0.000    0.000    0.000    0.000 ops.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 tensor_spec.py:15(<module>)
        1    0.000    0.000    0.000    0.000 error_handling.py:15(<module>)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
        1    0.000    0.000    0.005    0.005 manip_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.001    0.001 training.py:51(Model)
        3    0.000    0.000    0.000    0.000 {method 'from_buffer_copy' of '_ctypes.PyCStructType' objects}
        9    0.000    0.000    0.003    0.000 experimental.py:27(_add_experimental_function_notice_to_docstring)
        1    0.000    0.000    0.002    0.002 linear.py:312(LinearClassifier)
        1    0.000    0.000    0.000    0.000 random_tensor_pool_impl.py:28(<module>)
        1    0.000    0.000    0.001    0.001 _exceptions.py:19(<module>)
        1    0.000    0.000    0.001    0.001 gumbel.py:15(<module>)
        1    0.000    0.000    0.000    0.000 moving_average_optimizer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 sort_ops.py:19(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1208(_fixupChildren)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 break_statements.py:15(<module>)
       34    0.000    0.000    0.000    0.000 descriptor_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 list.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sugar.py:29(ReshapeCoder)
        1    0.000    0.000    0.044    0.044 sets.py:15(<module>)
        6    0.000    0.000    0.007    0.001 _threadsafety.py:54(decorator)
        1    0.000    0.000    0.000    0.000 nosetester.py:5(<module>)
        1    0.000    0.000    0.000    0.000 core_estimator_predictor.py:16(<module>)
        1    0.000    0.000    0.001    0.001 generator_io.py:20(<module>)
        1    0.000    0.000    0.003    0.003 mel_ops.py:15(<module>)
        2    0.000    0.000    0.011    0.005 panel.py:1472(_add_aggregate_operations)
        1    0.000    0.000    0.004    0.004 base.py:210(HLObject)
        5    0.000    0.000    0.000    0.000 __init__.py:483(cast)
        1    0.000    0.000    0.000    0.000 <string>:5(BlockLSTM)
        1    0.000    0.000    0.313    0.313 error_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:15(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1485(_setup_prefix)
        1    0.000    0.000    0.000    0.000 boston_housing.py:16(<module>)
        1    0.000    0.000    0.001    0.001 reaching_definitions.py:25(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 internals.py:216(mgr_locs)
        1    0.000    0.000    0.001    0.001 camera.py:2925(_set_exposure_mode)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.005    0.005 camera.py:2835(_set_meter_mode)
        1    0.000    0.000    0.000    0.000 offsets.py:136(DateOffset)
        2    0.000    0.000    0.001    0.001 smbus.py:157(read_byte_data)
        1    0.000    0.000    0.001    0.001 stata.py:928(StataReader)
        1    0.000    0.000    0.000    0.000 least_squares.py:15(<module>)
       14    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 pytables.py:2329(GenericFixed)
        1    0.000    0.000    0.000    0.000 pkgdata.py:18(<module>)
        1    0.000    0.000    0.002    0.002 char.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseSingleSequenceExample)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        1    0.000    0.000    0.002    0.002 dataframe_iterator.py:2(<module>)
       36    0.000    0.000    0.000    0.000 context.py:254(<genexpr>)
       14    0.000    0.000    0.000    0.000 tag.py:78(__add__)
        1    0.000    0.000    0.003    0.003 export_strategy.py:20(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(HTTPPoolKey)
        1    0.000    0.000    0.000    0.000 <string>:5(_EmbeddingColumn)
        1    0.000    0.000    0.000    0.000 input_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(PiVideoFrame)
        1    0.000    0.000    0.000    0.000 <string>:5(Components)
